RequestID,System,Category,ManufacturerPreference,ProductFamily,RequestedPart,MLFBOrSearchKey,PartSelection,Priority,ThreeDModel,TwoDDrawing,IECSymbol,NFPAJICSymbol,TerminalPinMap,ElectricalMacro,CableWorkbenchAsset,SourceURL,SourceBasis,VerificationStatus,DownloadStatus,Notes
CAD-0157,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Red LED element,Siemens 8WD44 8WD46 Red LED element,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0158,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Amber LED element,Siemens 8WD44 8WD46 Amber LED element,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0159,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Green LED element,Siemens 8WD44 8WD46 Green LED element,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0160,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Blue or white LED element,Siemens 8WD44 8WD46 Blue or white LED element,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0161,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Audible element/buzzer,Siemens 8WD44 8WD46 Audible element/buzzer,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0162,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Top cap,Siemens 8WD44 8WD46 Top cap,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0163,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,M12 connection adapter,Siemens 8WD44 8WD46 M12 connection adapter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0164,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,IO-Link stack-light assembly,Siemens 8WD44 8WD46 IO-Link stack-light assembly,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0165,Operator indication,Stack light,Siemens,8WD44/8WD46 signaling column,Conventional 24 VDC stack-light assembly,Siemens 8WD44 8WD46 Conventional 24 VDC stack-light assembly,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Each light or audible segment is a separately addressable output.
CAD-0166,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Single-sided pull-rope safety switch,Siemens 3SE71 Single-sided pull-rope safety switch,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0167,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Two-sided pull-rope safety switch,Siemens 3SE71 Two-sided pull-rope safety switch,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0168,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Pull-rope switch with emergency-stop button,Siemens 3SE71 Pull-rope switch with emergency-stop button,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0169,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Pull rope,Siemens 3SE71 Pull rope,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0170,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Red rope marker flags,Siemens 3SE71 Red rope marker flags,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0171,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Rope tensioner,Siemens 3SE71 Rope tensioner,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0172,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Tension spring,Siemens 3SE71 Tension spring,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0173,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Turnbuckle,Siemens 3SE71 Turnbuckle,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0174,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Eye bolts,Siemens 3SE71 Eye bolts,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0175,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Rope thimbles,Siemens 3SE71 Rope thimbles,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0176,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Rope clamps,Siemens 3SE71 Rope clamps,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0177,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Support pulleys,Siemens 3SE71 Support pulleys,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0178,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Corner pulleys,Siemens 3SE71 Corner pulleys,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0179,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,End anchor,Siemens 3SE71 End anchor,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0180,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Reset mechanism,Siemens 3SE71 Reset mechanism,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0181,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Mounting bracket,Siemens 3SE71 Mounting bracket,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0182,Conveyor safety,Pull-rope system,Siemens,SIRIUS 3SE71,Status indicator,Siemens 3SE71 Status indicator,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"The switch, rope, supports, anchors, and tension hardware form one linked safety assembly."
CAD-0183,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Metal-body limit switch,Siemens 3SE5 3SE6 Metal-body limit switch,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0184,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Plastic-body limit switch,Siemens 3SE5 3SE6 Plastic-body limit switch,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0185,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Rounded plunger head,Siemens 3SE5 3SE6 Rounded plunger head,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0186,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Roller plunger head,Siemens 3SE5 3SE6 Roller plunger head,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0187,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Roller lever head,Siemens 3SE5 3SE6 Roller lever head,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0188,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Adjustable roller lever head,Siemens 3SE5 3SE6 Adjustable roller lever head,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0189,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Fork lever head,Siemens 3SE5 3SE6 Fork lever head,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0190,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Hinge lever head,Siemens 3SE5 3SE6 Hinge lever head,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0191,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Separate actuator,Siemens 3SE5 3SE6 Separate actuator,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0192,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Positive-opening safety position switch,Siemens 3SE5 3SE6 Positive-opening safety position switch,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0193,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Guard-door position switch,Siemens 3SE5 3SE6 Guard-door position switch,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0194,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Solenoid guard interlock,Siemens 3SE5 3SE6 Solenoid guard interlock,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0195,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Coded RFID safety switch,Siemens 3SE5 3SE6 Coded RFID safety switch,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0196,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Magnetic safety switch,Siemens 3SE5 3SE6 Magnetic safety switch,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0197,Machine sensing,Limit and safety-position switch,Siemens,SIRIUS 3SE5/3SE6,Safety hinge switch,Siemens 3SE5 3SE6 Safety hinge switch,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,Actuator/head and contact-body variants need explicit compatibility and terminal maps.
CAD-0198,Machine sensing,General sensor,Vendor neutral,Project-selected industrial sensor,Inductive proximity sensor,Inductive proximity sensor,Configuration required,2,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Siemens, Banner, SICK, ifm, Pepperl+Fuchs, or Turck part with connector and cable."
CAD-0199,Machine sensing,General sensor,Vendor neutral,Project-selected industrial sensor,Capacitive proximity sensor,Capacitive proximity sensor,Configuration required,2,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Siemens, Banner, SICK, ifm, Pepperl+Fuchs, or Turck part with connector and cable."
CAD-0200,Machine sensing,General sensor,Vendor neutral,Project-selected industrial sensor,Diffuse photoelectric sensor,Diffuse photoelectric sensor,Configuration required,2,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Siemens, Banner, SICK, ifm, Pepperl+Fuchs, or Turck part with connector and cable."
CAD-0201,Machine sensing,General sensor,Vendor neutral,Project-selected industrial sensor,Retroreflective sensor,Retroreflective sensor,Configuration required,2,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Siemens, Banner, SICK, ifm, Pepperl+Fuchs, or Turck part with connector and cable."
CAD-0202,Machine sensing,General sensor,Vendor neutral,Project-selected industrial sensor,Reflector,Reflector,Configuration required,2,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Siemens, Banner, SICK, ifm, Pepperl+Fuchs, or Turck part with connector and cable."
CAD-0203,Machine sensing,General sensor,Vendor neutral,Project-selected industrial sensor,Through-beam transmitter,Through-beam transmitter,Configuration required,2,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Siemens, Banner, SICK, ifm, Pepperl+Fuchs, or Turck part with connector and cable."
CAD-0204,Machine sensing,General sensor,Vendor neutral,Project-selected industrial sensor,Through-beam receiver,Through-beam receiver,Configuration required,2,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Siemens, Banner, SICK, ifm, Pepperl+Fuchs, or Turck part with connector and cable."
CAD-0205,Machine sensing,General sensor,Vendor neutral,Project-selected industrial sensor,Ultrasonic sensor,Ultrasonic sensor,Configuration required,2,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Siemens, Banner, SICK, ifm, Pepperl+Fuchs, or Turck part with connector and cable."
CAD-0206,Machine sensing,General sensor,Vendor neutral,Project-selected industrial sensor,Magnetic cylinder sensor,Magnetic cylinder sensor,Configuration required,2,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select a real Siemens, Banner, SICK, ifm, Pepperl+Fuchs, or Turck part with connector and cable."
CAD-0207,HMI,Operator panel,Siemens,SIMATIC HMI Basic,KTP400 Basic Color,6AV2123-2DB03-0AX0,Exact catalog seed,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,ControlForgeCAD Siemens S7-1200 2017 source snapshot,Source-backed; current lifecycle/CAD files need Siemens verification,Not started,
CAD-0208,HMI,Operator panel,Siemens,SIMATIC HMI Basic,KTP700 Basic Color,6AV2123-2GB03-0AX0,Exact catalog seed,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,ControlForgeCAD Siemens S7-1200 2017 source snapshot,Source-backed; current lifecycle/CAD files need Siemens verification,Not started,
CAD-0209,HMI,Operator panel,Siemens,SIMATIC HMI Basic,KTP900 Basic Color,6AV2123-2JB03-0AX0,Exact catalog seed,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,ControlForgeCAD Siemens S7-1200 2017 source snapshot,Source-backed; current lifecycle/CAD files need Siemens verification,Not started,
CAD-0210,HMI,Operator panel,Siemens,SIMATIC HMI Basic,KTP1200 Basic Color,6AV2123-2MB03-0AX0,Exact catalog seed,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,ControlForgeCAD Siemens S7-1200 2017 source snapshot,Source-backed; current lifecycle/CAD files need Siemens verification,Not started,
CAD-0211,HMI,Operator panel,Siemens,SIMATIC HMI Unified,MTP700 Unified Basic,Siemens MTP700 Unified Basic,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Capture panel cutout, rear envelope, clamps, clearances, supply, and every communication port."
CAD-0212,HMI,Operator panel,Siemens,SIMATIC HMI Unified,MTP1000 Unified Basic,Siemens MTP1000 Unified Basic,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Capture panel cutout, rear envelope, clamps, clearances, supply, and every communication port."
CAD-0213,HMI,Operator panel,Siemens,SIMATIC HMI Unified,MTP700 Unified Comfort,Siemens MTP700 Unified Comfort,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Capture panel cutout, rear envelope, clamps, clearances, supply, and every communication port."
CAD-0214,HMI,Operator panel,Siemens,SIMATIC HMI Unified,MTP1000 Unified Comfort,Siemens MTP1000 Unified Comfort,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Capture panel cutout, rear envelope, clamps, clearances, supply, and every communication port."
CAD-0215,HMI,Operator panel,Siemens,SIMATIC HMI Unified,MTP1200 Unified Comfort,Siemens MTP1200 Unified Comfort,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Capture panel cutout, rear envelope, clamps, clearances, supply, and every communication port."
CAD-0216,HMI,Operator panel,Siemens,SIMATIC HMI Unified,MTP1500 Unified Comfort,Siemens MTP1500 Unified Comfort,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Capture panel cutout, rear envelope, clamps, clearances, supply, and every communication port."
CAD-0217,Process instrumentation,Temperature,Siemens,SITRANS temperature,SITRANS TS100 temperature sensor,Siemens SITRANS TS100 temperature sensor,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0218,Process instrumentation,Temperature,Siemens,SITRANS temperature,SITRANS TS200 compact temperature sensor,Siemens SITRANS TS200 compact temperature sensor,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0219,Process instrumentation,Temperature,Siemens,SITRANS temperature,SITRANS TS300 temperature sensor,Siemens SITRANS TS300 temperature sensor,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0220,Process instrumentation,Temperature,Siemens,SITRANS temperature,SITRANS TS500 process assembly,Siemens SITRANS TS500 process assembly,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0221,Process instrumentation,Temperature,Siemens,SITRANS temperature,SITRANS TH100 head transmitter,Siemens SITRANS TH100 head transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0222,Process instrumentation,Temperature,Siemens,SITRANS temperature,SITRANS TH200/TH300 head transmitter,Siemens SITRANS TH200/TH300 head transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0223,Process instrumentation,Temperature,Siemens,SITRANS temperature,SITRANS TH320/TH420 HART transmitter,Siemens SITRANS TH320/TH420 HART transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0224,Process instrumentation,Temperature,Siemens,SITRANS temperature,SITRANS TF field-mounted transmitter,Siemens SITRANS TF field-mounted transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0225,Process instrumentation,Temperature,Siemens,SITRANS temperature,Pt100 RTD probe,Siemens Pt100 RTD probe,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0226,Process instrumentation,Temperature,Siemens,SITRANS temperature,Thermocouple assembly,Siemens Thermocouple assembly,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0227,Process instrumentation,Temperature,Siemens,SITRANS temperature,Thermowell,Siemens Thermowell,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0228,Process instrumentation,Temperature,Siemens,SITRANS temperature,Transmitter head,Siemens Transmitter head,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0229,Process instrumentation,Temperature,Siemens,SITRANS temperature,DIN-rail temperature transmitter,Siemens DIN-rail temperature transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure sensing element, range, insertion length, process connection, loop supply, output, and approvals."
CAD-0230,Process instrumentation,Pressure,Siemens,SITRANS pressure,SITRANS P200 compact pressure transmitter,Siemens SITRANS P200 compact pressure transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0231,Process instrumentation,Pressure,Siemens,SITRANS pressure,SITRANS P210 compact pressure transmitter,Siemens SITRANS P210 compact pressure transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0232,Process instrumentation,Pressure,Siemens,SITRANS pressure,SITRANS P220 compact pressure transmitter,Siemens SITRANS P220 compact pressure transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0233,Process instrumentation,Pressure,Siemens,SITRANS pressure,SITRANS P300 hygienic pressure transmitter,Siemens SITRANS P300 hygienic pressure transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0234,Process instrumentation,Pressure,Siemens,SITRANS pressure,SITRANS P320 pressure transmitter,Siemens SITRANS P320 pressure transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0235,Process instrumentation,Pressure,Siemens,SITRANS pressure,SITRANS P420 pressure transmitter,Siemens SITRANS P420 pressure transmitter,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
